"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0044784","GO:0044784","metaphase/anaphase transition of cell cycle","38/1023","99/18860",0.383838383838384,7.07643393860403,14.5169248045903,5.99234713801127e-23,9.87239190987356e-21,8.07981280220664e-21,"ACTL6A/AURKB/BIRC5/BUB1/BUB1B/CCNB1/CDC20/CDC6/CDCA8/CENPE/CENPF/DLGAP5/DUSP1/DYNC1LI1/ESPL1/HASPIN/HECW2/INCENP/KNL1/MAD2L1/MAP3K20/NDC80/NUF2/PLK1/RAD21/RB1/SKA1/SKA3/SPC24/SPC25/SPDL1/TACC3/TRIP13/TTK/UBE2C/XRCC3/ZWILCH/ZWINT",38
"GO:0033046","GO:0033046","negative regulation of sister chromatid segregation","28/1023","50/18860",0.56,10.3241446725318,15.8101448439102,7.1794734708456e-23,1.02633540860445e-20,8.39978603919346e-21,"AURKB/BIRC5/BUB1/BUB1B/CCNB1/CDC20/CDCA8/CENPF/DUSP1/DYNC1LI1/HASPIN/INCENP/KNL1/MAD2L1/NDC80/NUF2/PLK1/RAD21/SKA1/SKA3/SPC24/SPC25/SPDL1/TRIP13/TTK/XRCC3/ZWILCH/ZWINT",28
"GO:0033048","GO:0033048","negative regulation of mitotic sister chromatid segregation","28/1023","50/18860",0.56,10.3241446725318,15.8101448439102,7.1794734708456e-23,1.02633540860445e-20,8.39978603919346e-21,"AURKB/BIRC5/BUB1/BUB1B/CCNB1/CDC20/CDCA8/CENPF/DUSP1/DYNC1LI1/HASPIN/INCENP/KNL1/MAD2L1/NDC80/NUF2/PLK1/RAD21/SKA1/SKA3/SPC24/SPC25/SPDL1/TRIP13/TTK/XRCC3/ZWILCH/ZWINT",28
"GO:0045841","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","28/1023","50/18860",0.56,10.3241446725318,15.8101448439102,7.1794734708456e-23,1.02633540860445e-20,8.39978603919346e-21,"AURKB/BIRC5/BUB1/BUB1B/CCNB1/CDC20/CDCA8/CENPF/DUSP1/DYNC1LI1/HASPIN/INCENP/KNL1/MAD2L1/NDC80/NUF2/PLK1/RAD21/SKA1/SKA3/SPC24/SPC25/SPDL1/TRIP13/TTK/XRCC3/ZWILCH/ZWINT",28
"GO:2000816","GO:2000816","negative regulation of mitotic sister chromatid separation","28/1023","50/18860",0.56,10.3241446725318,15.8101448439102,7.1794734708456e-23,1.02633540860445e-20,8.39978603919346e-21,"AURKB/BIRC5/BUB1/BUB1B/CCNB1/CDC20/CDCA8/CENPF/DUSP1/DYNC1LI1/HASPIN/INCENP/KNL1/MAD2L1/NDC80/NUF2/PLK1/RAD21/SKA1/SKA3/SPC24/SPC25/SPDL1/TRIP13/TTK/XRCC3/ZWILCH/ZWINT",28
"GO:0045786","GO:0045786","negative regulation of cell cycle","77/1023","399/18860",0.192982456140351,3.55781927938125,12.367016327259,7.20303682063065e-23,1.02633540860445e-20,8.39978603919346e-21,"ABL1/APBB2/AURKB/BIRC5/BLM/BRCA1/BRIP1/BUB1/BUB1B/CACNB4/CCNB1/CCND1/CCNF/CDC20/CDC45/CDC6/CDCA8/CDK1/CDK2/CDKN2B/CDT1/CENPF/CHEK1/CLSPN/CTDSP2/DTL/DUSP1/DYNC1LI1/E2F1/E2F8/EME1/ESPL1/EZH2/FANCD2/FOXN3/GAS1/GMNC/GMNN/GPNMB/GTPBP4/HASPIN/INCENP/KLF4/KNL1/MAD2L1/MAP3K20/MSH2/NDC80/NEK2/NUF2/ORC1/PKMYT1/PLK1/PML/PTPRK/RAD21/RAD51/RB1/RBL1/RFWD3/RPS6KA2/SKA1/SKA3/SPC24/SPC25/SPDL1/SUV39H1/TIMELESS/TIPIN/TP53/TRIP13/TTK/WDR76/XRCC3/ZFP36L1/ZWILCH/ZWINT",77
"GO:0050000","GO:0050000","chromosome localization","42/1023","124/18860",0.338709677419355,6.24444234225712,14.0316246857999,9.58821084900071e-23,1.33023809462978e-20,1.0887001736857e-20,"ACTR2/ACTR3/AURKB/BIRC5/CCNB1/CDCA8/CDK1/CDT1/CENPE/CENPF/CHMP1B/DLGAP5/DSN1/ECT2/FAM83D/INCENP/KIF14/KIF18A/KIF22/KIF2C/KIFC1/KNL1/KNSTRN/MAPRE1/NDC80/NEK2/NUF2/NUMA1/PSRC1/RACGAP1/RB1/SGO1/SKA1/SKA2/SKA3/SPAG5/SPC24/SPC25/SPDL1/TTK/ZWILCH/ZWINT",42
"GO:1902099","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","37/1023","95/18860",0.389473684210526,7.18032618202397,14.4622263979514,1.2150147992055e-22,1.64245077472088e-20,1.34422285072695e-20,"ACTL6A/AURKB/BIRC5/BUB1/BUB1B/CCNB1/CDC20/CDC6/CDCA8/CENPE/CENPF/DLGAP5/DUSP1/DYNC1LI1/ESPL1/HASPIN/HECW2/INCENP/KNL1/MAD2L1/MAP3K20/NDC80/NUF2/PLK1/RAD21/RB1/SKA1/SKA3/SPC24/SPC25/SPDL1/TRIP13/TTK/UBE2C/XRCC3/ZWILCH/ZWINT",37
"GO:1901991","GO:1901991","negative regulation of mitotic cell cycle phase transition","52/1023","193/18860",0.269430051813472,4.96720506080359,13.2666808304329,1.27029481136053e-22,1.67424856137317e-20,1.3702469557281e-20,"AURKB/BIRC5/BLM/BRCA1/BUB1/BUB1B/CACNB4/CCNB1/CCND1/CDC20/CDC6/CDCA8/CDK1/CDK2/CDKN2B/CENPF/CHEK1/CLSPN/CTDSP2/DTL/DUSP1/DYNC1LI1/EZH2/FOXN3/GPNMB/GTPBP4/HASPIN/INCENP/KLF4/KNL1/MAD2L1/NDC80/NUF2/ORC1/PKMYT1/PLK1/RAD21/RB1/RBL1/RFWD3/SKA1/SKA3/SPC24/SPC25/SPDL1/TP53/TRIP13/TTK/XRCC3/ZFP36L1/ZWILCH/ZWINT",52
"GO:1902100","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","28/1023","52/18860",0.538461538461538,9.9270621851267,15.4374358091339,3.10644029554065e-22,3.89932219954531e-20,3.19130295023086e-20,"AURKB/BIRC5/BUB1/BUB1B/CCNB1/CDC20/CDCA8/CENPF/DUSP1/DYNC1LI1/HASPIN/INCENP/KNL1/MAD2L1/NDC80/NUF2/PLK1/RAD21/SKA1/SKA3/SPC24/SPC25/SPDL1/TRIP13/TTK/XRCC3/ZWILCH/ZWINT",28
"GO:1905819","GO:1905819","negative regulation of chromosome separation","28/1023","52/18860",0.538461538461538,9.9270621851267,15.4374358091339,3.10644029554065e-22,3.89932219954531e-20,3.19130295023086e-20,"AURKB/BIRC5/BUB1/BUB1B/CCNB1/CDC20/CDCA8/CENPF/DUSP1/DYNC1LI1/HASPIN/INCENP/KNL1/MAD2L1/NDC80/NUF2/PLK1/RAD21/SKA1/SKA3/SPC24/SPC25/SPDL1/TRIP13/TTK/XRCC3/ZWILCH/ZWINT",28
"GO:0007094","GO:0007094","mitotic spindle assembly checkpoint signaling","27/1023","48/18860",0.5625,10.3702346041056,15.5664592514911,3.59818163142575e-22,4.21546968019479e-20,3.4500459665998e-20,"AURKB/BIRC5/BUB1/BUB1B/CCNB1/CDC20/CDCA8/CENPF/DUSP1/DYNC1LI1/HASPIN/INCENP/KNL1/MAD2L1/NDC80/NUF2/PLK1/SKA1/SKA3/SPC24/SPC25/SPDL1/TRIP13/TTK/XRCC3/ZWILCH/ZWINT",27
"GO:0071173","GO:0071173","spindle assembly checkpoint signaling","27/1023","48/18860",0.5625,10.3702346041056,15.5664592514911,3.59818163142575e-22,4.21546968019479e-20,3.4500459665998e-20,"AURKB/BIRC5/BUB1/BUB1B/CCNB1/CDC20/CDCA8/CENPF/DUSP1/DYNC1LI1/HASPIN/INCENP/KNL1/MAD2L1/NDC80/NUF2/PLK1/SKA1/SKA3/SPC24/SPC25/SPDL1/TRIP13/TTK/XRCC3/ZWILCH/ZWINT",27
"GO:0071174","GO:0071174","mitotic spindle checkpoint signaling","27/1023","48/18860",0.5625,10.3702346041056,15.5664592514911,3.59818163142575e-22,4.21546968019479e-20,3.4500459665998e-20,"AURKB/BIRC5/BUB1/BUB1B/CCNB1/CDC20/CDCA8/CENPF/DUSP1/DYNC1LI1/HASPIN/INCENP/KNL1/MAD2L1/NDC80/NUF2/PLK1/SKA1/SKA3/SPC24/SPC25/SPDL1/TRIP13/TTK/XRCC3/ZWILCH/ZWINT",27
"GO:0045839","GO:0045839","negative regulation of mitotic nuclear division","29/1023","57/18860",0.508771929824561,9.3797053729142,15.1736074717384,4.69174618553572e-22,5.37714910655311e-20,4.40079350446474e-20,"AURKB/BIRC5/BUB1/BUB1B/CCNB1/CDC20/CDCA8/CENPF/CHEK1/DUSP1/DYNC1LI1/HASPIN/INCENP/KNL1/MAD2L1/NDC80/NUF2/PLK1/RAD21/SKA1/SKA3/SPC24/SPC25/SPDL1/TRIP13/TTK/XRCC3/ZWILCH/ZWINT",29
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis","48/1023","170/18860",0.282352941176471,5.20545109539417,13.190724139679,6.22916081170368e-22,6.86438543541647e-20,5.61798496521287e-20,"AURKA/AURKB/BIRC5/BORA/CCNB1/CDC20/CDCA8/CDK1/CENPA/CENPE/CENPH/CHMP1B/DLGAP5/ESPL1/GPSM2/INCENP/KIF11/KIF15/KIF23/KIF4A/KIFC1/MAD2L1/MAPRE1/MYBL2/MZT1/NDC80/NEK2/NUF2/NUMA1/NUSAP1/PLK1/PLK2/POC1A/PRC1/PSRC1/RACGAP1/SAPCD2/SMC1A/SPC25/SPDL1/STIL/STMN1/TACC3/TPX2/TTK/TUBG1/UHRF1/WDR62",48
"GO:0051985","GO:0051985","negative regulation of chromosome segregation","28/1023","53/18860",0.528301886792453,9.73975912502997,15.2585714885988,6.24981981980256e-22,6.86438543541647e-20,5.61798496521287e-20,"AURKB/BIRC5/BUB1/BUB1B/CCNB1/CDC20/CDCA8/CENPF/DUSP1/DYNC1LI1/HASPIN/INCENP/KNL1/MAD2L1/NDC80/NUF2/PLK1/RAD21/SKA1/SKA3/SPC24/SPC25/SPDL1/TRIP13/TTK/XRCC3/ZWILCH/ZWINT",28
"GO:0031577","GO:0031577","spindle checkpoint signaling","27/1023","49/18860",0.551020408163265,10.1585971632055,15.3729528951583,7.60560648120576e-22,8.18301170794219e-20,6.69718173285981e-20,"AURKB/BIRC5/BUB1/BUB1B/CCNB1/CDC20/CDCA8/CENPF/DUSP1/DYNC1LI1/HASPIN/INCENP/KNL1/MAD2L1/NDC80/NUF2/PLK1/SKA1/SKA3/SPC24/SPC25/SPDL1/TRIP13/TTK/XRCC3/ZWILCH/ZWINT",27
"GO:0051784","GO:0051784","negative regulation of nuclear division","30/1023","64/18860",0.46875,8.64186217008798,14.6653593865213,1.94882783216152e-21,2.0548440662311e-19,1.68173584926949e-19,"AURKB/BIRC5/BUB1/BUB1B/CCNB1/CDC20/CDCA8/CENPF/CHEK1/DUSP1/DYNC1LI1/HASPIN/INCENP/KNL1/MAD2L1/NDC80/NUF2/PLK1/RAD21/RPS6KA2/SKA1/SKA3/SPC24/SPC25/SPDL1/TRIP13/TTK/XRCC3/ZWILCH/ZWINT",30
"GO:0006261","GO:0006261","DNA-templated DNA replication","47/1023","171/18860",0.274853801169591,5.06719715548238,12.7948880185247,5.80212876707536e-21,5.99780840392575e-19,4.90875661841938e-19,"BLM/BRCA1/CCNE2/CDC45/CDC6/CDC7/CDK1/CDK2/CDT1/DBF4/E2F8/EME1/EXO1/FEN1/GINS1/GINS4/GMNC/GMNN/LIG1/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/ORC1/PCNA/POLA1/POLA2/POLE2/POLQ/PRIM1/PRIM2/RAD51/RFC2/RFC3/RFC4/RFWD3/RRM1/TIMELESS/TIPIN/TK1/TONSL/TRAIP/WDHD1",47
"GO:0008608","GO:0008608","attachment of spindle microtubules to kinetochore","27/1023","55/18860",0.490909090909091,9.05038656358304,14.3185042135434,4.27573914415198e-20,4.33494168614793e-18,3.54782484855849e-18,"AURKB/BIRC5/CCNB1/CDCA8/CDK1/CDT1/CENPE/DSN1/ECT2/INCENP/KIF2C/KNL1/KNSTRN/MAPRE1/NDC80/NEK2/NUF2/RACGAP1/RB1/SGO1/SKA1/SKA2/SKA3/SPAG5/SPC24/SPC25/ZWILCH",27
"GO:0007052","GO:0007052","mitotic spindle organization","40/1023","137/18860",0.291970802919708,5.38276573124701,12.3298292737174,4.52906778228192e-19,4.50514063173401e-17,3.68711992841581e-17,"AURKA/AURKB/BIRC5/BORA/CCNB1/CDC20/CDCA8/CENPE/CENPH/CHMP1B/DLGAP5/GPSM2/INCENP/KIF11/KIF15/KIF23/KIF4A/KIFC1/MYBL2/MZT1/NDC80/NEK2/NUF2/NUMA1/PLK1/PLK2/POC1A/PRC1/PSRC1/RACGAP1/SMC1A/SPC25/STIL/STMN1/TACC3/TPX2/TTK/TUBG1/UHRF1/WDR62",40
"GO:2001251","GO:2001251","negative regulation of chromosome organization","32/1023","97/18860",0.329896907216495,6.08197035200693,12.0171946528266,2.91875591000593e-17,2.84957058473172e-15,2.33215993666946e-15,"AURKB/BIRC5/BUB1/BUB1B/CCNB1/CDC20/CDCA8/CENPF/DUSP1/DYNC1LI1/ESPL1/HASPIN/INCENP/KNL1/MAD2L1/NDC80/NUF2/PLK1/PML/RAD21/SKA1/SKA3/SMG6/SPC24/SPC25/SPDL1/TP53/TRIP13/TTK/XRCC3/ZWILCH/ZWINT",32
"GO:0051052","GO:0051052","regulation of DNA metabolic process","77/1023","497/18860",0.154929577464789,2.8562774496441,10.0435097853436,5.11193141699635e-17,4.90001862370996e-15,4.01029796713264e-15,"ABL1/ACTL6A/ACTR2/AUNIP/AURKB/BLM/BRCA1/CACYBP/CCNA2/CCT2/CCT4/CCT5/CCT6A/CCT8/CDC25A/CDC6/CDC7/CDK1/CDK2/CDT1/CHEK1/DBF4/DEK/DHX9/DKC1/DUSP1/E2F8/ESCO2/EYA1/FANCB/FOXM1/FUS/GMNC/GMNN/GTPBP4/HMGB1/HNRNPA2B1/HSP90AA1/HTR2A/ID3/IL6/IL7R/KLF4/KPNA2/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MSH2/NEK2/NEK7/NPAS2/NSD2/PARPBP/PCNA/PDGFRB/PLK1/PML/POLQ/PTGES3/RAD51/RAD51AP1/RFC2/RFC3/RFC4/SMG6/SUV39H1/TCP1/TIMELESS/TIPIN/TP53/UBE2N/UBE2V2/UCHL5/XRCC5",77
"GO:0006302","GO:0006302","double-strand break repair","60/1023","334/18860",0.179640718562874,3.31185137057264,10.2088907030977,1.60276330288871e-16,1.50888716657665e-14,1.2349110485979e-14,"ABL1/ACTL6A/ACTR2/AUNIP/BLM/BRCA1/BRIP1/CDC45/CDC7/CDCA5/CHEK1/DEK/DMC1/EME1/ESCO2/EYA1/FANCB/FANCD2/FEN1/FOXM1/FUS/GINS2/GINS4/HELLS/HMGB1/HMGB2/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/MSH2/NSD2/PARPBP/PLK1/PML/POLA1/POLQ/PSMD14/RAD21/RAD51/RAD51AP1/RAD54L/RECQL4/RFWD3/SFPQ/TIMELESS/TNKS1BP1/TONSL/TP53/TRIP13/UBE2N/UBE2V2/UHRF1/XRCC2/XRCC3/XRCC5/ZFYVE26",60
"GO:2001252","GO:2001252","positive regulation of chromosome organization","32/1023","105/18860",0.304761904761905,5.61858213471117,11.3653032360139,3.98186733346293e-16,3.68287799684501e-14,3.01415959369613e-14,"ACTL6A/AURKB/BUB1/CCT2/CCT4/CCT5/CCT6A/CCT8/CDK1/CDK2/DKC1/FEN1/HNRNPA2B1/HSP90AA1/KLF4/NCAPD2/NCAPD3/NCAPG/NCAPG2/NCAPH/NEK2/NEK7/NUMA1/PML/PTGES3/RAD21/SFPQ/SKA1/SKA3/SMC4/TCP1/UCHL5",32
"GO:0051321","GO:0051321","meiotic cell cycle","55/1023","299/18860",0.183946488294314,3.39123242349049,9.98143402569332,1.04204731711223e-15,9.47185078588909e-14,7.75199991441566e-14,"ACTR2/ACTR3/ASPM/AURKA/BCL2L11/BRIP1/CCNB2/CCNE2/CDC20/CDC25A/CDC25B/CDC25C/CDK2/CKS2/DMC1/DUSP1/EME1/ESPL1/EXO1/FANCA/FANCD2/INCENP/KIF18A/KNL1/MYBL1/NCAPD2/NCAPD3/NCAPH/NDC1/NDC80/NEK2/NUF2/NUMA1/PKMYT1/PLK1/PSMC3IP/PTTG1/RAD21/RAD51/RAD51AP1/RAD54L/RPS6KA2/SGO1/SGO2/SKA1/SKA2/SKA3/SMC1A/SMC4/TOP2A/TRIP13/TTK/TUBG1/XRCC2/ZWINT",55
"GO:1903046","GO:1903046","meiotic cell cycle process","47/1023","227/18860",0.20704845814978,3.81713970743387,10.2262442763875,1.20868354889665e-15,1.08003045250561e-13,8.83923972689984e-14,"ACTR2/ACTR3/ASPM/AURKA/BCL2L11/BRIP1/CCNB2/CCNE2/CDC20/CDC25A/CDC25B/CDC25C/CKS2/DMC1/EME1/ESPL1/FANCA/FANCD2/INCENP/KIF18A/KNL1/MYBL1/NCAPD2/NCAPD3/NCAPH/NDC1/NDC80/NUF2/PKMYT1/PLK1/PSMC3IP/PTTG1/RAD21/RAD51/RAD51AP1/RAD54L/RPS6KA2/SGO1/SKA1/SKA2/SKA3/SMC4/TOP2A/TRIP13/TTK/TUBG1/ZWINT",47
"GO:0006310","GO:0006310","DNA recombination","60/1023","358/18860",0.167597765363128,3.08982781500352,9.56046291445056,4.40129300873285e-15,3.8672694570066e-13,3.16507018294666e-13,"ABL1/ACTL6A/ACTR2/AUNIP/BLM/BRCA1/BRIP1/CDC45/CDC7/CHEK1/DMC1/EME1/EXO1/FANCB/FANCD2/FEN1/FUS/GINS2/GINS4/HELLS/HMGB1/HMGB2/HMGB3/HSPD1/IL7R/KPNA2/LIG1/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/MSH2/NFKBIZ/NSD2/PARPBP/PLK1/POLQ/PSMC3IP/PSMD14/RAD21/RAD51/RAD51AP1/RAD54L/RECQL4/RFWD3/SFPQ/TIMELESS/TONSL/TOP2A/TRIP13/UBE2N/UCHL5/UHRF1/XRCC2/XRCC3/XRCC5/ZFYVE26",60
"GO:0006270","GO:0006270","DNA replication initiation","19/1023","37/18860",0.513513513513513,9.46712108002431,12.3460619576469,5.30576151859849e-15,4.58556962722151e-13,3.75294503274119e-13,"CCNE2/CDC45/CDC6/CDK2/CDT1/GMNC/GMNN/MCM10/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/ORC1/POLA1/POLA2/PRIM1/PRIM2",19
"GO:1905820","GO:1905820","positive regulation of chromosome separation","18/1023","33/18860",0.545454545454545,10.0559850706478,12.4691930117576,6.83140706247736e-15,5.80889968280333e-13,4.75414898965954e-13,"AURKB/BIRC5/CDC20/CDCA8/DLGAP5/ESPL1/INCENP/NCAPD2/NCAPD3/NCAPG/NCAPG2/NCAPH/NUMA1/RB1/SKA1/SKA3/SMC4/UBE2C",18
"GO:0051225","GO:0051225","spindle assembly","35/1023","137/18860",0.255474452554745,4.70992001484114,10.436943977182,6.95243527904744e-15,5.81797441129177e-13,4.76157597473943e-13,"ASPM/AURKA/AURKB/BIRC5/CCNB2/CDC20/CDCA8/CHMP1B/GPSM2/HAUS8/INCENP/KIF11/KIF15/KIF23/KIF4A/KIFC1/MAPRE1/MYBL2/MZT1/NDC80/NEK2/NEK7/NUMA1/PLK1/PRC1/RACGAP1/SKA1/SKA2/SKA3/SMC1A/SPAG5/STIL/TPX2/TUBB/UHRF1",35
"GO:0140694","GO:0140694","membraneless organelle assembly","68/1023","446/18860",0.152466367713004,2.81086578207944,9.26863678002391,8.33236995472492e-15,6.86378975020465e-13,5.61749744151603e-13,"ACTC1/ANLN/ASPM/AURKA/AURKB/BIRC5/BRCA1/BRIX1/CCNB2/CDC20/CDCA8/CDK2/CENPA/CENPE/CENPF/CENPH/CENPK/CENPW/CFLAR/CHMP1B/CNOT7/CSRP1/DIAPH3/DLGAP5/EIF1AX/EIF2S1/EPHA4/EZR/FUS/GPSM2/HAUS8/INCENP/KIF11/KIF15/KIF23/KIF4A/KIFC1/MAPRE1/MYBL2/MYPN/MZT1/NDC80/NEK2/NEK7/NUMA1/PDGFRA/PDGFRB/PLA2G4C/PLK1/PLK2/PLK4/PRC1/RACGAP1/SH3PXD2B/SKA1/SKA2/SKA3/SMC1A/SPAG5/SQLE/SQSTM1/STIL/TPX2/TUBB/UHRF1/WDR62/XRCC5/ZFYVE1",68
"GO:1901992","GO:1901992","positive regulation of mitotic cell cycle phase transition","30/1023","105/18860",0.285714285714286,5.26742075129172,10.5011731868057,2.31053042993655e-14,1.87401791178854e-12,1.53374319551578e-12,"ADAM17/ADAMTS1/ANXA1/BIRC5/CCNB1/CCND1/CCND2/CCNE2/CDC20/CDC25A/CDC25B/CDC25C/CDC6/CDC7/CDK1/CHEK1/CPSF3/CUL4B/DDR2/DLGAP5/DTL/ESPL1/RB1/RDX/RRM1/RRM2/SKA1/SKA3/STIL/UBE2C",30
"GO:0000725","GO:0000725","recombinational repair","42/1023","201/18860",0.208955223880597,3.85229278825812,9.73608128679626,2.88545845056786e-14,2.30486923505966e-12,1.88636270954987e-12,"ABL1/ACTL6A/ACTR2/AUNIP/BLM/BRCA1/CDC45/CDC7/CHEK1/DMC1/FANCB/FEN1/FUS/GINS2/GINS4/HELLS/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/PARPBP/PLK1/POLQ/PSMD14/RAD21/RAD51/RAD51AP1/RAD54L/RECQL4/RFWD3/SFPQ/TIMELESS/TONSL/UBE2N/UHRF1/XRCC2/XRCC3/XRCC5/ZFYVE26",42
"GO:0000724","GO:0000724","double-strand break repair via homologous recombination","41/1023","195/18860",0.21025641025641,3.87628142466852,9.66876324714536,4.69591239488635e-14,3.69505226057326e-12,3.024123316047e-12,"ABL1/ACTL6A/ACTR2/AUNIP/BLM/BRCA1/CDC45/CDC7/CHEK1/DMC1/FANCB/FEN1/FUS/GINS2/GINS4/HELLS/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MCM8/PARPBP/PLK1/POLQ/PSMD14/RAD21/RAD51/RAD51AP1/RAD54L/RECQL4/RFWD3/SFPQ/TIMELESS/TONSL/UBE2N/UHRF1/XRCC2/XRCC3/ZFYVE26",41
"GO:0044786","GO:0044786","cell cycle DNA replication","20/1023","46/18860",0.434782608695652,8.01564027370479,11.4088507689246,5.91196431508038e-14,4.56095480609236e-12,3.73279964662818e-12,"BLM/CDC45/CDC7/CDK1/CDT1/DBF4/E2F8/FEN1/GINS1/GMNN/LIG1/MCM2/MCM3/MCM4/MCM6/PCNA/POLA1/RAD51/TIPIN/TK1",20
"GO:0033260","GO:0033260","nuclear DNA replication","19/1023","41/18860",0.463414634146341,8.54349951124145,11.579845492376,5.96938318703287e-14,4.56095480609236e-12,3.73279964662818e-12,"BLM/CDC45/CDC7/CDK1/CDT1/DBF4/FEN1/GINS1/GMNN/LIG1/MCM2/MCM3/MCM4/MCM6/PCNA/POLA1/RAD51/TIPIN/TK1",19
"GO:0007080","GO:0007080","mitotic metaphase chromosome alignment","23/1023","63/18860",0.365079365079365,6.73059318220608,10.9109313616895,7.14831317675082e-14,5.38370100969005e-12,4.40615574609047e-12,"AURKB/BIRC5/CCNB1/CDCA8/CDK1/CDT1/CENPE/CHMP1B/INCENP/KIF14/KIF18A/KIF22/KIF2C/KIFC1/MAPRE1/NDC80/NUF2/PSRC1/SKA1/SKA2/SKA3/SPDL1/TTK",23
"GO:1901989","GO:1901989","positive regulation of cell cycle phase transition","32/1023","126/18860",0.253968253968254,4.68215177892597,9.93134209362941,1.19569391712643e-13,8.87844835364862e-12,7.26634450155852e-12,"ADAM17/ADAMTS1/ANXA1/BIRC5/CCNB1/CCND1/CCND2/CCNE2/CDC20/CDC25A/CDC25B/CDC25C/CDC6/CDC7/CDK1/CHEK1/CPSF3/CUL4B/DDR2/DLGAP5/DTL/ESPL1/EZH2/FAM83D/RB1/RDX/RRM1/RRM2/SKA1/SKA3/STIL/UBE2C",32
"GO:0000082","GO:0000082","G1/S transition of mitotic cell cycle","46/1023","246/18860",0.186991869918699,3.44737699576409,9.25304796162095,1.27780133559397e-13,9.3563453350714e-12,7.65746736052585e-12,"ACTL6A/ADAM17/ADAMTS1/ANXA1/CACNB4/CCNA2/CCNB1/CCNB2/CCND1/CCND2/CCNE2/CCNF/CCNG2/CDC25A/CDC6/CDC7/CDK1/CDK2/CDK7/CDKN2B/CDKN2C/CDKN3/CPSF3/CTDSP2/CUL4B/DBF4/DDR2/E2F1/EZH2/GPNMB/ID4/IQGAP3/KIF14/KLF11/KLF4/MYB/PLK2/RB1/RBL1/RDX/RFWD3/RHOU/RRM1/RRM2/STIL/TP53",46
"GO:0140013","GO:0140013","meiotic nuclear division","41/1023","203/18860",0.201970443349754,3.72352156556828,9.34316831487522,1.94583575592201e-13,1.40526658975628e-11,1.15010537325513e-11,"ACTR2/ACTR3/ASPM/AURKA/BCL2L11/BRIP1/CCNB2/CCNE2/CDC20/CDC25B/CKS2/DMC1/EME1/ESPL1/FANCA/FANCD2/INCENP/KIF18A/KNL1/MYBL1/NCAPH/NDC1/NDC80/NUF2/PLK1/PSMC3IP/PTTG1/RAD21/RAD51/RAD51AP1/RAD54L/RPS6KA2/SGO1/SKA1/SKA2/SKA3/SMC4/TOP2A/TRIP13/TTK/ZWINT",41
"GO:0045931","GO:0045931","positive regulation of mitotic cell cycle","33/1023","138/18860",0.239130434782609,4.40860215053763,9.6244512570075,3.14157679223829e-13,2.2381611957676e-11,1.83176717942884e-11,"ABL1/ADAM17/ADAMTS1/ANXA1/AURKA/BIRC5/CCNB1/CCND1/CCND2/CCNE2/CDC20/CDC25A/CDC25B/CDC25C/CDC6/CDC7/CDK1/CHEK1/CPSF3/CUL4B/DDR2/DLGAP5/DTL/ESPL1/RB1/RDX/RRM1/RRM2/SKA1/SKA3/SPHK1/STIL/UBE2C",33
"GO:0051984","GO:0051984","positive regulation of chromosome segregation","16/1023","30/18860",0.533333333333333,9.83251873574454,11.5946134839582,3.54866894540485e-13,2.49447769068992e-11,2.04154301855642e-11,"AURKB/BIRC5/CCNB1/CDC6/CDCA8/CDK1/INCENP/NCAPD2/NCAPD3/NCAPG/NCAPG2/NCAPH/NUMA1/SKA1/SKA3/SMC4",16
"GO:0044843","GO:0044843","cell cycle G1/S phase transition","48/1023","275/18860",0.174545454545455,3.2179152226073,8.87291348259881,5.44360287196769e-13,3.77614136065969e-11,3.09048866650908e-11,"ACTL6A/ADAM17/ADAMTS1/ANXA1/CACNB4/CCNA2/CCNB1/CCNB2/CCND1/CCND2/CCNE2/CCNF/CCNG2/CDC25A/CDC6/CDC7/CDK1/CDK2/CDK7/CDKN2B/CDKN2C/CDKN3/CPSF3/CTDSP2/CUL4B/DBF4/DDR2/E2F1/EZH2/FAM83D/GPNMB/ID4/IQGAP3/KIF14/KLF11/KLF4/MN1/MYB/PLK2/RB1/RBL1/RDX/RFWD3/RHOU/RRM1/RRM2/STIL/TP53",48
